date,steps,distance,runDistance,calories
2022-04-21,12141,8674,718,300
2022-04-22,9748,6732,325,226
2022-04-23,98,64,17,3
2022-04-24,11,7,0,1
2022-04-25,4013,2953,175,102
2022-04-26,6254,4686,221,163
2022-04-27,9266,6750,142,231
2022-04-28,5817,4475,94,156
2022-04-29,10074,7637,289,265
2022-04-30,200,131,21,7
2022-05-01,89,58,11,3
2022-05-02,7532,5531,184,194
2022-05-03,12190,9188,309,316
2022-05-04,5618,4154,130,147
2022-05-05,15659,12135,382,415
2022-05-06,12494,9261,458,325
2022-05-07,0,0,0,0
2022-05-08,41,27,9,1
2022-05-09,5501,4190,267,148
2022-05-10,3820,2780,115,98
2022-05-11,12905,9498,390,328
2022-05-12,9849,7487,130,253
2022-05-13,1163,769,116,33
2022-05-14,1752,1271,112,46
2022-05-15,1326,1033,15,36
2022-05-16,10846,8069,541,283
2022-05-17,9394,7002,415,236
2022-05-18,9391,6911,356,234
2022-05-19,8732,6539,377,221
2022-05-20,4622,3507,69,119
2022-05-21,0,0,0,0
2022-05-22,119,78,0,3
2022-05-23,10334,7736,314,268
2022-05-24,7728,5776,218,192
2022-05-25,7288,5316,256,177
2022-05-26,10045,7517,219,258
2022-05-27,19175,13952,448,470
2022-05-28,0,0,0,0
2022-05-29,0,0,0,0
2022-05-30,0,0,0,0
2022-05-31,0,0,0,0
2022-06-01,8465,6135,305,215
2022-06-02,12336,9394,380,322
2022-06-03,11336,8506,209,290
2022-06-04,290,190,29,10
2022-06-05,0,0,0,0
2022-06-06,8034,6011,145,203
2022-06-07,1519,1170,133,43
2022-06-08,14906,11198,454,380
2022-06-09,0,0,0,0
2022-06-10,15159,11487,286,398
2022-06-11,0,0,0,0
2022-06-12,0,0,0,0
2022-06-13,12102,8966,182,302
2022-06-14,7703,5770,141,202
2022-06-15,2265,1722,48,64
2022-06-16,567,371,49,20
2022-06-17,17270,12868,271,435
2022-06-18,0,0,0,0
2022-06-19,0,0,0,0
2022-06-20,207,135,16,6
2022-06-21,352,230,60,14
2022-06-22,892,583,96,24
2022-06-23,1040,710,77,28
2022-06-24,13349,9642,324,330
2022-06-25,690,451,81,20
2022-06-26,1737,1146,164,45
2022-06-27,10681,7777,282,270
2022-06-28,11480,8462,513,293
2022-06-29,10070,7485,539,260
2022-06-30,10497,7274,457,244
2022-07-01,10662,7632,387,265
2022-07-02,14734,10422,457,358
2022-07-03,2084,1374,269,58
2022-07-04,10193,7166,447,244
2022-07-05,8481,6176,481,216
2022-07-06,9775,6912,342,240
2022-07-07,8589,5954,273,208
2022-07-08,8572,6233,468,218
2022-07-09,7987,5623,391,192
2022-07-10,1601,1073,202,44
2022-07-11,2871,2055,145,79
2022-07-12,1536,1022,147,41
2022-07-13,1032,687,125,32
2022-07-14,2853,2022,93,73
2022-07-15,1146,762,167,35
2022-07-16,5259,3783,199,135
2022-07-17,11672,8512,262,290
2022-07-18,703,468,75,23
2022-07-19,5540,4187,166,156
2022-07-20,1506,1045,133,45
2022-07-21,4690,3676,142,144
2022-07-22,5487,4101,291,161
2022-07-23,897,618,108,32
2022-07-24,2480,1811,174,78
2022-07-25,10289,7732,500,297
2022-07-26,3647,2713,114,98
2022-07-27,8341,6267,291,227
2022-07-28,442,294,81,23
2022-07-29,634,422,119,28
2022-07-30,2060,1370,316,73
2022-07-31,1447,963,232,55
2022-08-01,10150,7681,467,283
2022-08-02,11812,8811,492,337
2022-08-03,9408,7021,488,284
2022-08-04,10678,8177,352,305
2022-08-05,9692,7239,614,280
2022-08-06,598,398,110,18
2022-08-07,723,519,58,28
2022-08-08,17348,13143,539,476
2022-08-09,21007,15976,300,572
2022-08-10,14817,11323,658,414
2022-08-11,18210,13549,446,493
2022-08-12,15404,11677,767,421
2022-08-13,8631,6568,376,237
2022-08-14,1358,946,113,43
2022-08-15,14805,11285,453,403
2022-08-16,13250,10225,435,372
2022-08-17,9786,7301,450,271
2022-08-18,14542,10906,651,394
2022-08-19,20795,15697,1423,577
2022-08-20,7927,5878,901,230
2022-08-21,734,488,167,32
2022-08-22,11051,8291,797,302
2022-08-23,13820,10480,699,387
2022-08-24,13627,10255,592,388
2022-08-25,12557,9591,603,356
2022-08-26,12974,9772,455,353
2022-08-27,4057,3138,104,119
2022-08-28,997,679,115,36
2022-08-29,14488,10897,711,397
2022-08-30,12707,9769,566,360
2022-08-31,10052,7593,1240,295
2022-09-01,18954,14553,414,525
2022-09-02,17180,13258,736,483
2022-09-03,719,498,116,25
2022-09-04,927,617,172,35
2022-09-05,10855,8255,654,321
2022-09-06,14726,11265,562,418
2022-09-07,11431,8470,1105,301
2022-09-08,17065,12821,1112,477
2022-09-09,10758,8268,846,326
2022-09-10,283,188,49,11
2022-09-11,458,305,176,27
2022-09-12,11624,8793,608,333
2022-09-13,15557,11990,508,430
2022-09-14,16270,12398,1018,445
2022-09-15,2870,2147,112,83
2022-09-16,873,581,181,33
2022-09-17,3213,2463,234,106
2022-09-18,467,311,90,19
2022-09-19,17097,12982,1540,479
2022-09-20,12081,9258,394,341
2022-09-21,13553,10290,907,376
2022-09-22,12450,9462,411,361
2022-09-23,21410,16594,929,599
2022-09-24,1147,807,71,32
2022-09-25,2107,1593,178,70
2022-09-26,12247,9184,405,330
2022-09-27,12939,9922,770,373
2022-09-28,13427,9970,695,362
2022-09-29,12989,9742,914,361
2022-09-30,18542,14321,1892,502
2022-10-01,8110,5964,520,228
2022-10-02,5969,4574,384,177
2022-10-03,12236,9291,646,352
2022-10-04,13560,10229,1954,395
2022-10-05,12387,9174,325,337
2022-10-06,13811,10491,451,395
2022-10-07,11632,8601,934,312
2022-10-08,10066,7453,388,278
2022-10-09,459,305,117,25
2022-10-10,13050,9772,1636,388
2022-10-11,15413,11843,1300,444
2022-10-12,11294,8264,880,339
2022-10-13,13964,10695,496,398
2022-10-14,9750,7130,371,264
2022-10-15,1712,1272,137,52
2022-10-16,1051,728,111,39
2022-10-17,13113,10091,670,377
2022-10-18,13738,10486,937,389
2022-10-19,15875,11924,932,449
2022-10-20,15044,11557,563,439
2022-10-21,12570,9584,813,361
2022-10-22,636,423,173,29
2022-10-23,4462,3386,225,137
2022-10-24,16762,12726,968,455
2022-10-25,14110,10795,399,394
2022-10-26,19916,15097,884,548
2022-10-27,16434,12431,1168,475
2022-10-28,13558,10060,964,372
2022-10-29,3026,2309,115,92
2022-10-30,1654,1119,226,61
2022-10-31,25453,19282,1206,678
2022-11-01,1451,1002,127,49
2022-11-02,7093,5213,225,197
2022-11-03,12884,10121,1519,399
2022-11-04,17332,13044,1099,474
2022-11-05,13977,10428,1678,415
2022-11-06,5312,3940,302,162
2022-11-07,9824,7293,420,281
2022-11-08,11357,8578,767,321
2022-11-09,12053,8948,657,343
2022-11-10,10814,8227,344,304
2022-11-11,13144,9914,1364,370
2022-11-12,14805,11457,432,405
2022-11-13,866,576,172,35
2022-11-14,13552,10288,791,381
2022-11-15,11493,8767,211,324
2022-11-16,13229,9913,949,377
2022-11-17,11049,8208,358,291
2022-11-18,13084,9564,1022,355
2022-11-19,8540,6773,137,246
2022-11-20,9759,7562,368,279
2022-11-21,7151,5361,196,205
2022-11-22,19656,14858,717,542
2022-11-23,14555,11048,387,405
2022-11-24,11563,8712,1044,327
2022-11-25,14526,10643,1095,388
2022-11-26,809,538,133,32
2022-11-27,1865,1290,189,64
2022-11-28,14005,10489,551,395
2022-11-29,13770,10518,363,391
2022-11-30,12211,9125,463,342
2022-12-01,13702,10632,658,385
2022-12-02,12652,9588,1068,364
2022-12-03,2897,2189,86,86
2022-12-04,1795,1260,157,54
2022-12-05,13616,10490,985,391
2022-12-06,15359,11728,703,433
2022-12-07,13252,10394,298,370
2022-12-08,14128,10905,252,396
2022-12-09,13968,10534,710,383
2022-12-10,509,339,93,20
2022-12-11,10644,7977,398,293
2022-12-12,6084,4828,243,181
2022-12-13,9996,7637,766,271
2022-12-14,11932,9080,170,331
2022-12-15,379,252,44,18
2022-12-16,758,504,112,26
2022-12-17,4390,3222,261,128
2022-12-18,11094,8789,616,324
2022-12-19,561,373,114,22
2022-12-20,1718,1219,131,55
2022-12-21,6029,4372,290,165
2022-12-22,6290,4564,241,173
2022-12-23,4573,3518,96,130
2022-12-24,6567,4948,236,194
2022-12-25,3311,2538,164,102
2022-12-26,1522,1113,167,48
2022-12-27,9278,6918,387,254
2022-12-28,1548,1116,108,48
2022-12-29,1368,983,109,42
2022-12-30,6132,4682,228,175
2022-12-31,836,559,134,30
2023-01-01,8082,6303,874,247
2023-01-02,15602,11871,1552,459
2023-01-03,1430,1045,156,53
2023-01-04,2281,1628,277,71
2023-01-05,2143,1540,262,69
2023-01-06,3915,2935,229,117
2023-01-07,811,540,106,26
2023-01-08,1127,750,232,45
2023-01-09,3954,3003,131,114
2023-01-10,10878,7934,335,283
2023-01-11,1724,1251,125,53
2023-01-12,2330,1676,152,68
2023-01-13,2295,1734,170,68
2023-01-14,5924,4565,585,173
2023-01-15,190,126,61,11
2023-01-16,1376,992,195,52
2023-01-17,17807,13719,733,495
2023-01-18,2147,1504,218,66
2023-01-19,3404,2376,357,100
2023-01-20,17081,13152,1782,483
2023-01-21,8576,6252,336,245
2023-01-22,3232,2373,206,99
2023-01-23,1643,1161,211,53
2023-01-24,12792,9842,2034,376
2023-01-25,1973,1450,149,60
2023-01-26,11126,8483,1001,317
2023-01-27,11674,9150,739,332
2023-01-28,653,434,66,21
2023-01-29,13184,10233,1031,392
2023-01-30,23266,18269,795,672
2023-01-31,18292,13848,531,515
2023-02-01,13602,10303,693,391
2023-02-02,9709,7335,454,287
2023-02-03,18293,14205,519,505
2023-02-04,6179,4452,192,167
2023-02-05,773,514,154,30
2023-02-06,3979,2951,187,120
2023-02-07,18808,14356,753,522
2023-02-08,13725,10324,881,391
2023-02-09,15717,11594,637,430
2023-02-10,11016,8411,590,314
2023-02-11,277,184,66,12
2023-02-12,3377,2429,220,99
2023-02-13,14851,11264,930,433
2023-02-14,17314,12948,602,482
2023-02-15,20068,15456,760,560
2023-02-16,8621,6432,273,249
2023-02-17,17062,13141,1585,496
2023-02-18,1499,1116,107,46
2023-02-19,3710,2729,253,116
2023-02-20,12564,9446,852,349
2023-02-21,17050,12818,501,466
2023-02-22,11592,8691,699,332
2023-02-23,11985,9066,601,341
2023-02-24,19616,14979,1400,541
2023-02-25,11101,8486,714,308
2023-02-26,528,351,160,27
2023-02-27,12364,9483,1115,352
2023-02-28,13865,10433,1154,398
2023-03-01,10678,7975,488,300
2023-03-02,14797,11366,781,413
2023-03-03,22783,17133,3780,643
2023-03-04,6495,4900,461,186
2023-03-05,3920,2899,444,115
2023-03-06,21079,16453,1789,602
2023-03-07,11306,8508,1131,316
2023-03-08,18022,13721,3065,508
2023-03-09,17155,13006,580,472
2023-03-10,21473,15973,867,576
2023-03-11,6456,4771,513,177
2023-03-12,3211,2408,140,95
2023-03-13,14645,10876,2182,433
2023-03-14,18118,13447,1136,499
2023-03-15,17387,13286,1770,491
2023-03-16,13321,10102,781,366
2023-03-17,15160,11636,2162,450
2023-03-18,6986,5233,827,195
2023-03-19,2565,2000,108,79
2023-03-20,2203,1529,233,71
2023-03-21,14574,11095,895,410
2023-03-22,18639,14307,1083,530
2023-03-23,11309,8799,761,333
2023-03-24,9960,7472,882,276
2023-03-25,11543,8678,1524,330
2023-03-26,1550,1050,151,49
2023-03-27,14641,10999,1631,412
2023-03-28,15314,11613,1399,440
2023-03-29,17231,13176,2244,515
2023-03-30,14074,10897,604,404
2023-03-31,10678,8160,366,305
2023-04-01,6905,5182,550,203
2023-04-02,1722,1157,248,64
2023-04-03,1487,1049,144,52
2023-04-04,1950,1377,120,60
2023-04-05,7447,5466,673,220
2023-04-06,5854,4507,238,178
2023-04-07,1574,1105,181,50
2023-04-08,10361,8168,661,305
2023-04-09,2681,1904,276,86
2023-04-10,21021,15930,2246,602
2023-04-11,12974,9730,979,360
2023-04-12,18096,13726,1722,517
2023-04-13,9274,7054,737,266
2023-04-14,21258,15964,420,580
2023-04-15,7378,5437,862,208
2023-04-16,3544,2613,203,105
2023-04-17,15493,11714,1406,435
2023-04-18,16105,12124,1480,467
2023-04-19,13403,10097,1473,378
2023-04-20,15262,11751,1392,453
2023-04-21,9623,7301,1122,289
2023-04-22,6175,4499,630,172
2023-04-23,2474,1905,196,79
2023-04-24,14366,10811,1283,400
2023-04-25,16470,12436,687,458
2023-04-26,12897,10028,1216,379
2023-04-27,14453,11022,620,418
2023-04-28,18648,14024,841,503
2023-04-29,6801,5156,511,209
2023-04-30,2729,2091,160,84
2023-05-01,10185,7654,968,303
2023-05-02,10235,7752,750,302
2023-05-03,10028,7714,1314,293
2023-05-04,10113,7684,598,297
2023-05-05,19269,14187,775,533
2023-05-06,6110,4480,660,175
2023-05-07,3167,2427,240,98
2023-05-08,16619,12957,2358,494
2023-05-09,17692,13197,629,478
2023-05-10,3402,2594,80,98
2023-05-11,15362,11648,1088,463
2023-05-12,14846,11307,1513,430
2023-05-13,10800,8063,2043,315
2023-05-14,1234,839,99,37
2023-05-15,1976,1410,118,62
2023-05-16,16906,12903,1014,483
2023-05-17,12335,9219,498,339
2023-05-18,10374,7963,1746,329
2023-05-19,14119,10688,925,413
2023-05-20,6733,4968,709,200
2023-05-21,3158,2277,227,95
2023-05-22,13385,10101,873,388
2023-05-23,14202,10645,919,396
2023-05-24,10660,8028,1307,312
2023-05-25,13687,10460,1327,389
2023-05-26,13303,10134,737,385
2023-05-27,7916,5820,884,226
2023-05-28,1347,917,97,42
2023-05-29,12920,9819,1804,378
2023-05-30,12462,9405,931,362
2023-05-31,10115,7817,2698,328
2023-06-01,11889,9088,625,356
2023-06-02,9005,6969,1122,265
2023-06-03,6700,4946,512,192
2023-06-04,574,382,126,23
2023-06-05,9042,6863,970,271
2023-06-06,13646,10473,1084,409
2023-06-07,8586,6695,519,248
2023-06-08,13895,10735,1878,417
2023-06-09,15613,11844,1864,448
2023-06-10,8674,6396,1199,255
2023-06-11,6913,5294,376,205
2023-06-12,13932,10493,838,405
2023-06-13,14475,10804,1318,405
2023-06-14,11520,8739,743,341
2023-06-15,10404,7774,1139,317
2023-06-16,12873,9836,833,368
2023-06-17,6599,4816,1110,204
2023-06-18,810,539,196,37
2023-06-19,14845,11332,858,423
2023-06-20,12447,9277,1215,366
2023-06-21,10172,7684,497,292
2023-06-22,19959,15198,1039,551
2023-06-23,17044,12993,1336,488
2023-06-24,6964,5168,1081,217
2023-06-25,930,640,108,34
2023-06-26,14228,10736,1005,411
2023-06-27,12465,9382,964,366
2023-06-28,14370,11049,951,412
2023-06-29,10454,8066,587,306
2023-06-30,10645,8187,615,312
2023-07-01,7650,5786,309,222
2023-07-02,1288,872,132,44
2023-07-03,1577,1120,125,51
2023-07-04,8419,6511,517,255
2023-07-05,569,379,71,21
2023-07-06,2992,2223,193,85
2023-07-07,1855,1322,178,58
2023-07-08,12096,9156,973,336
2023-07-09,3307,2531,99,97
2023-07-10,1623,1172,194,56
2023-07-11,8591,6456,553,250
2023-07-12,1247,901,86,38
2023-07-13,791,526,180,35
2023-07-14,1759,1278,190,62
2023-07-15,10461,7846,1123,295
2023-07-16,1283,883,200,47
2023-07-17,1178,833,103,38
2023-07-18,1699,1207,127,53
2023-07-19,10128,7382,277,278
2023-07-20,13624,10203,487,366
2023-07-21,1294,932,125,41
2023-07-22,10147,7745,1050,293
2023-07-23,3942,3047,93,116
2023-07-24,12790,10065,465,364
2023-07-25,19605,15045,745,546
2023-07-26,627,417,126,28
2023-07-27,8880,6666,926,253
2023-07-28,3447,2645,517,109
2023-07-29,7798,5831,885,227
2023-07-30,808,538,198,31
2023-07-31,1790,1268,163,56
2023-08-01,6882,5117,167,184
2023-08-02,1478,1058,141,48
2023-08-03,18986,13956,1629,507
2023-08-04,1277,916,146,47
2023-08-05,7852,5774,770,225
2023-08-06,1550,1046,158,48
2023-08-07,1127,750,198,42
2023-08-08,16895,12906,1200,470
2023-08-09,10812,8400,790,315
2023-08-10,8796,6540,1018,247
2023-08-11,1793,1276,160,62
2023-08-12,10684,7812,595,291
2023-08-13,1022,680,174,38
2023-08-14,16179,12431,817,448
2023-08-15,16708,12449,757,443
2023-08-16,12655,9585,553,361
2023-08-17,8370,6468,303,246
2023-08-18,5460,4060,253,158
2023-08-19,6314,4820,1018,200
2023-08-20,2513,1859,216,78
2023-08-21,6227,4614,455,181
2023-08-22,10492,7896,908,296
2023-08-23,15133,11306,688,413
2023-08-24,11086,8640,1010,321
2023-08-25,14739,11551,279,423
2023-08-26,13928,9956,959,375
2023-08-27,2423,1839,227,78
2023-08-28,1553,1115,116,51
2023-08-29,9884,7366,728,274
2023-08-30,9530,7272,1046,270
2023-08-31,10937,8319,595,309
2023-09-01,1418,1019,123,48
2023-09-02,8267,6162,1093,238
2023-09-03,586,390,92,21
2023-09-04,5513,4334,279,169
2023-09-05,12285,9223,1348,356
2023-09-06,12324,9461,464,343
2023-09-07,9715,7480,776,288
2023-09-08,14836,10981,990,403
2023-09-09,9654,7017,777,270
2023-09-10,592,394,105,24
2023-09-11,3962,2982,169,116
2023-09-12,8585,6588,694,250
2023-09-13,11706,8981,1690,348
2023-09-14,22137,16615,1444,604
2023-09-15,6096,4630,397,171
2023-09-16,467,311,115,22
2023-09-17,864,575,209,33
2023-09-18,2007,1416,281,77
2023-09-19,9417,7251,1015,287
2023-09-20,11889,9006,1215,334
2023-09-21,15085,11205,272,410
2023-09-22,1848,1337,142,61
2023-09-23,9102,6794,590,263
2023-09-24,1216,816,155,39
2023-09-25,12941,10211,347,373
2023-09-26,10055,7747,699,293
2023-09-27,1524,1072,105,50
2023-09-28,2146,1506,136,67
2023-09-29,16353,12714,571,468
2023-09-30,7860,5863,371,224
2023-10-01,2746,2099,86,77
2023-10-02,3166,2414,309,101
2023-10-03,15279,11764,751,430
2023-10-04,12024,9446,561,355
2023-10-05,7863,6187,423,230
2023-10-06,10466,7853,305,295
2023-10-07,14763,11301,626,418
2023-10-08,3416,2585,148,98
2023-10-09,2587,1909,218,83
2023-10-10,9624,7359,1152,274
2023-10-11,9884,7628,796,294
2023-10-12,5783,4367,390,176
2023-10-13,12382,9551,583,356
2023-10-14,6663,4819,450,182
2023-10-15,489,325,96,19
2023-10-16,1706,1225,216,60
2023-10-17,1890,1354,231,61
2023-10-18,4037,2983,207,116
2023-10-19,1879,1332,157,61
2023-10-20,14183,10922,437,401
2023-10-21,9860,7577,411,284
2023-10-22,1151,797,78,40
2023-10-23,3176,2403,173,96
2023-10-24,1898,1338,167,59
2023-10-25,1729,1219,125,55
2023-10-26,13198,10081,789,367
2023-10-27,8705,6508,1217,257
2023-10-28,13992,10785,550,396
2023-10-29,10220,7628,739,291
2023-10-30,3385,2558,98,100
2023-10-31,13470,10488,958,396
2023-11-01,1468,1049,167,45
2023-11-02,17135,12765,724,465
2023-11-03,1676,1174,153,47
2023-11-04,14244,10692,563,394
2023-11-05,750,499,87,23
2023-11-06,4140,3015,124,117
2023-11-07,10594,8068,780,292
2023-11-08,14897,11497,967,427
2023-11-09,15025,11605,694,429
2023-11-10,1329,976,86,44
2023-11-11,10747,7925,718,308
2023-11-12,719,478,140,30
2023-11-13,15566,11713,1148,434
2023-11-14,657,437,128,23
2023-11-15,1570,1044,180,53
2023-11-16,1652,1099,192,51
2023-11-17,2022,1414,134,59
2023-11-18,8976,6631,475,253
2023-11-19,10516,7913,510,289
2023-11-20,2739,1879,297,86
2023-11-21,11397,8720,255,320
2023-11-22,11760,9069,926,330
2023-11-23,14520,11198,452,411
2023-11-24,11262,8585,458,314




